accession,model_entity_id,latest_version,mean_plddt,organism,tax_id,gene,description,uniprot_id,seq_length,cif_url
A0A7J3QSA6,AF-A0A7J3QSA6-F1,6,96.12,Candidatus Bathyarchaeota archaeon,2026714,ENV10_01295,Glycine cleavage system protein H,A0A7J3QSA6_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QSA6-F1-model_v6.cif
A0A7J3QSZ4,AF-A0A7J3QSZ4-F1,6,95.06,Candidatus Bathyarchaeota archaeon,2026714,ENV10_00670,Uncharacterized protein,A0A7J3QSZ4_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QSZ4-F1-model_v6.cif
A0A7J3QT08,AF-A0A7J3QT08-F1,6,95.06,Candidatus Bathyarchaeota archaeon,2026714,truD,tRNA pseudouridine(13) synthase TruD,A0A7J3QT08_9ARCH,41,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QT08-F1-model_v6.cif
A0A7J3QT34,AF-A0A7J3QT34-F1,6,95.94,Candidatus Bathyarchaeota archaeon,2026714,ENV10_02585,FAD-dependent oxidoreductase,A0A7J3QT34_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QT34-F1-model_v6.cif
A0A7J3QTT3,AF-A0A7J3QTT3-F1,6,97.12,Candidatus Bathyarchaeota archaeon,2026714,ENV10_00375,DNA helicase UvrD,A0A7J3QTT3_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QTT3-F1-model_v6.cif
A0A7J3QYA8,AF-A0A7J3QYA8-F1,6,95.19,Candidatus Bathyarchaeota archaeon,2026714,ENR66_02840,Mevalonate kinase,A0A7J3QYA8_9ARCH,34,https://alphafold.ebi.ac.uk/files/AF-A0A7J3QYA8-F1-model_v6.cif
A0A7J3R097,AF-A0A7J3R097-F1,6,97.25,Candidatus Bathyarchaeota archaeon,2026714,ENV78_04255,Ornithine cyclodeaminase family protein,A0A7J3R097_9ARCH,37,https://alphafold.ebi.ac.uk/files/AF-A0A7J3R097-F1-model_v6.cif
A0A7J3S713,AF-A0A7J3S713-F1,6,96.06,Methanobacteriaceae archaeon,2099680,ENW56_02955,LSM domain protein,A0A7J3S713_9EURY,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J3S713-F1-model_v6.cif
A0A7J3SZL7,AF-A0A7J3SZL7-F1,6,95.31,Candidatus Bathyarchaeota archaeon,2026714,ENL56_00065,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7J3SZL7_9ARCH,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3SZL7-F1-model_v6.cif
A0A7J3T0Q9,AF-A0A7J3T0Q9-F1,6,95.88,Candidatus Bathyarchaeota archaeon,2026714,ENL56_01860,Pseudouridine synthase,A0A7J3T0Q9_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7J3T0Q9-F1-model_v6.cif
A0A7J3TGH2,AF-A0A7J3TGH2-F1,6,96.62,Thermoplasmatales archaeon,2268204,ENL52_09085,Nicotinamide-nucleotide adenylyltransferase,A0A7J3TGH2_9ARCH,36,https://alphafold.ebi.ac.uk/files/AF-A0A7J3TGH2-F1-model_v6.cif
A0A7J3TX92,AF-A0A7J3TX92-F1,6,95.88,Candidatus Bathyarchaeota archaeon,2026714,ENL72_05870,Gfo/Idh/MocA-like oxidoreductase N-terminal domain-containing protein,A0A7J3TX92_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J3TX92-F1-model_v6.cif
A0A7J3TXK2,AF-A0A7J3TXK2-F1,6,97.44,Candidatus Bathyarchaeota archaeon,2026714,ENL72_05450,Imidazole glycerol phosphate synthase subunit HisF,A0A7J3TXK2_9ARCH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J3TXK2-F1-model_v6.cif
A0A7J3UYK2,AF-A0A7J3UYK2-F1,6,96.56,Candidatus Methanosuratincola petrocarbonis,1867261,ENL91_02085,HEPN domain-containing protein,A0A7J3UYK2_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J3UYK2-F1-model_v6.cif
A0A7J3W5A3,AF-A0A7J3W5A3-F1,6,96.06,Candidatus Aenigmatarchaeota archaeon,3121606,ENM04_00200,Rubredoxin,A0A7J3W5A3_9ARCH,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J3W5A3-F1-model_v6.cif
A0A7J3W5T9,AF-A0A7J3W5T9-F1,6,97.38,Candidatus Aenigmatarchaeota archaeon,3121606,ENM04_01580,Arsenate reductase ArsC,A0A7J3W5T9_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J3W5T9-F1-model_v6.cif
A0A7J3W6K5,AF-A0A7J3W6K5-F1,6,96.25,Candidatus Bathyarchaeota archaeon,2026714,ENM77_00510,Fumarate hydratase,A0A7J3W6K5_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J3W6K5-F1-model_v6.cif
A0A7J3W6T1,AF-A0A7J3W6T1-F1,6,95.75,Candidatus Bathyarchaeota archaeon,2026714,ENM77_01125,Lrp/AsnC family transcriptional regulator,A0A7J3W6T1_9ARCH,33,https://alphafold.ebi.ac.uk/files/AF-A0A7J3W6T1-F1-model_v6.cif
A0A7J3W7Q6,AF-A0A7J3W7Q6-F1,6,96.12,Candidatus Bathyarchaeota archaeon,2026714,ENM77_02430,Macrolide ABC transporter ATP-binding protein,A0A7J3W7Q6_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7J3W7Q6-F1-model_v6.cif
A0A7J3W909,AF-A0A7J3W909-F1,6,96.5,Candidatus Bathyarchaeota archaeon,2026714,ENM77_04710,Nucleotidyl transferase domain-containing protein,A0A7J3W909_9ARCH,41,https://alphafold.ebi.ac.uk/files/AF-A0A7J3W909-F1-model_v6.cif
A0A7J3WCY0,AF-A0A7J3WCY0-F1,6,97.69,Caldiarchaeum subterraneum,311458,ENM30_04100,Universal stress protein,A0A7J3WCY0_CALS0,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3WCY0-F1-model_v6.cif
A0A7J3WZ86,AF-A0A7J3WZ86-F1,6,97.06,Nitrososphaeria archaeon,2268198,ENM64_06700,HEPN domain-containing protein,A0A7J3WZ86_9ARCH,44,https://alphafold.ebi.ac.uk/files/AF-A0A7J3WZ86-F1-model_v6.cif
A0A7J3XGR4,AF-A0A7J3XGR4-F1,6,95.0,Acidilobales archaeon,2268176,ENM80_03460,Peptide chain release factor 1,A0A7J3XGR4_9CREN,37,https://alphafold.ebi.ac.uk/files/AF-A0A7J3XGR4-F1-model_v6.cif
A0A7J3XUF5,AF-A0A7J3XUF5-F1,6,95.25,Candidatus Bathyarchaeota archaeon,2026714,ENM74_01780,"Energy-converting hydrogenase A, subunit R",A0A7J3XUF5_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3XUF5-F1-model_v6.cif
A0A7J3XUT2,AF-A0A7J3XUT2-F1,6,95.88,Candidatus Bathyarchaeota archaeon,2026714,ENM74_01835,Aromatic acid decarboxylase,A0A7J3XUT2_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J3XUT2-F1-model_v6.cif
A0A7J3ZAE1,AF-A0A7J3ZAE1-F1,6,95.38,Acidilobales archaeon,2268176,ENM69_01330,Peroxisomal trans-2-enoyl-CoA reductase,A0A7J3ZAE1_9CREN,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J3ZAE1-F1-model_v6.cif
A0A7J3ZM45,AF-A0A7J3ZM45-F1,6,95.19,Candidatus Bathyarchaeota archaeon,2026714,ENM87_00265,AbrB/MazE/SpoVT family DNA-binding domain-containing protein,A0A7J3ZM45_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J3ZM45-F1-model_v6.cif
A0A7J3ZQ93,AF-A0A7J3ZQ93-F1,6,96.06,Candidatus Bathyarchaeota archaeon,2026714,ENM87_05615,Nitroreductase domain-containing protein,A0A7J3ZQ93_9ARCH,39,https://alphafold.ebi.ac.uk/files/AF-A0A7J3ZQ93-F1-model_v6.cif
A0A7J4B0F6,AF-A0A7J4B0F6-F1,6,95.31,Candidatus Bathyarchaeota archaeon,2026714,ENV19_05440,ATP-binding cassette domain-containing protein,A0A7J4B0F6_9ARCH,41,https://alphafold.ebi.ac.uk/files/AF-A0A7J4B0F6-F1-model_v6.cif
A0A7J4B2F1,AF-A0A7J4B2F1-F1,6,95.56,Micrarchaeota archaeon,2250274,ENX40_00675,Ankyrin repeat domain-containing protein,A0A7J4B2F1_UNCMH,45,https://alphafold.ebi.ac.uk/files/AF-A0A7J4B2F1-F1-model_v6.cif
A0A7J4BA39,AF-A0A7J4BA39-F1,6,95.44,Desulfurococcaceae archaeon,2184738,ENU47_04230,Cobalamin-binding protein,A0A7J4BA39_9CREN,46,https://alphafold.ebi.ac.uk/files/AF-A0A7J4BA39-F1-model_v6.cif
A0A7J4BAQ2,AF-A0A7J4BAQ2-F1,6,95.38,Candidatus Aenigmatarchaeota archaeon,3121606,ENX76_00055,RNA 3'-terminal phosphate cyclase,A0A7J4BAQ2_9ARCH,41,https://alphafold.ebi.ac.uk/files/AF-A0A7J4BAQ2-F1-model_v6.cif
A0A7J4EKQ9,AF-A0A7J4EKQ9-F1,6,96.0,Methanosarcinales archaeon,2250255,EYP22_04925,Recombinase,A0A7J4EKQ9_9EURY,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J4EKQ9-F1-model_v6.cif
A0A7J4FTH4,AF-A0A7J4FTH4-F1,6,96.19,Methanosarcinales archaeon,2250255,EYP67_05750,IS91 family transposase,A0A7J4FTH4_9EURY,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J4FTH4-F1-model_v6.cif
A0A7J4FUL6,AF-A0A7J4FUL6-F1,6,97.0,Methanosarcinales archaeon,2250255,EYP67_07330,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7J4FUL6_9EURY,38,https://alphafold.ebi.ac.uk/files/AF-A0A7J4FUL6-F1-model_v6.cif
A0A7J4G0F4,AF-A0A7J4G0F4-F1,6,97.06,Candidatus Geothermarchaeota archaeon,2250273,EYP83_02450,Peroxiredoxin,A0A7J4G0F4_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7J4G0F4-F1-model_v6.cif
A0A7J4NWE9,AF-A0A7J4NWE9-F1,6,96.12,Methanosarcinales archaeon,2250255,HA304_03760,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7J4NWE9_9EURY,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J4NWE9-F1-model_v6.cif
A0A7J9SMA8,AF-A0A7J9SMA8-F1,6,96.88,ANME-2 cluster archaeon,2056317,HF974_00230,GNAT family N-acetyltransferase,A0A7J9SMA8_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A7J9SMA8-F1-model_v6.cif
A0A7J9SPI1,AF-A0A7J9SPI1-F1,6,96.06,ANME-2 cluster archaeon,2056317,HF974_02995,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7J9SPI1_9EURY,40,https://alphafold.ebi.ac.uk/files/AF-A0A7J9SPI1-F1-model_v6.cif
A0A7K3Y6W1,AF-A0A7K3Y6W1-F1,6,95.12,Methanomicrobiales archaeon,2184052,GX880_10245,Transposase,A0A7K3Y6W1_9EURY,31,https://alphafold.ebi.ac.uk/files/AF-A0A7K3Y6W1-F1-model_v6.cif
A0A7K3YIN1,AF-A0A7K3YIN1-F1,6,95.81,Methanomicrobiales archaeon,2184052,GX837_09675,Carbamoyl phosphate synthase small subunit,A0A7K3YIN1_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A7K3YIN1-F1-model_v6.cif
A0A7K4GQA7,AF-A0A7K4GQA7-F1,6,97.06,Promethearchaeota archaeon,2053489,HWN80_10160,Rubredoxin,A0A7K4GQA7_9ARCH,44,https://alphafold.ebi.ac.uk/files/AF-A0A7K4GQA7-F1-model_v6.cif
A0A7K4NEG8,AF-A0A7K4NEG8-F1,6,97.31,Marine Group I thaumarchaeote,2511932,HX802_02665,Ketol-acid reductoisomerase,A0A7K4NEG8_9ARCH,44,https://alphafold.ebi.ac.uk/files/AF-A0A7K4NEG8-F1-model_v6.cif
A0A7K4NF07,AF-A0A7K4NF07-F1,6,96.0,Marine Group I thaumarchaeote,2511932,HX802_04405,IMP dehydrogenase,A0A7K4NF07_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7K4NF07-F1-model_v6.cif
A0A7L4QJ31,AF-A0A7L4QJ31-F1,6,95.69,Methanomassiliicoccales archaeon,1906667,GKC02_02790,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A7L4QJ31_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7L4QJ31-F1-model_v6.cif
A0A7M3SGS7,AF-A0A7M3SGS7-F1,6,96.88,Candidatus Poseidoniales archaeon,2163009,D7H89_05610,isocitrate dehydrogenase (NADP(+)),A0A7M3SGS7_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7M3SGS7-F1-model_v6.cif
A0A7M3SKX7,AF-A0A7M3SKX7-F1,6,97.88,Candidatus Poseidoniales archaeon,2163009,D7H83_04900,NAD-dependent epimerase/dehydratase family protein,A0A7M3SKX7_9ARCH,34,https://alphafold.ebi.ac.uk/files/AF-A0A7M3SKX7-F1-model_v6.cif
A0A7M3W8C7,AF-A0A7M3W8C7-F1,6,96.0,Candidatus Poseidoniales archaeon,2163009,D7H88_01940,Peptidase S9 prolyl oligopeptidase catalytic domain-containing protein,A0A7M3W8C7_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7M3W8C7-F1-model_v6.cif
A0A7M3WGX1,AF-A0A7M3WGX1-F1,6,95.75,Candidatus Poseidoniales archaeon,2163009,D7H77_03655,Aminotransferase class V-fold PLP-dependent enzyme,A0A7M3WGX1_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7M3WGX1-F1-model_v6.cif
A0A7M3WHN5,AF-A0A7M3WHN5-F1,6,96.44,Candidatus Poseidoniales archaeon,2163009,D7H77_02965,NAD-dependent epimerase/dehydratase family protein,A0A7M3WHN5_9ARCH,32,https://alphafold.ebi.ac.uk/files/AF-A0A7M3WHN5-F1-model_v6.cif
A0A7M3WSQ7,AF-A0A7M3WSQ7-F1,6,95.0,Candidatus Poseidoniales archaeon,2163009,D7I01_04715,FAD-binding protein,A0A7M3WSQ7_9ARCH,33,https://alphafold.ebi.ac.uk/files/AF-A0A7M3WSQ7-F1-model_v6.cif
A0A7M3WYC8,AF-A0A7M3WYC8-F1,6,95.0,Candidatus Poseidoniales archaeon,2163009,D7H89_08000,peptidyl-tRNA hydrolase,A0A7M3WYC8_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7M3WYC8-F1-model_v6.cif
A0A7M3X120,AF-A0A7M3X120-F1,6,95.38,Candidatus Poseidoniales archaeon,2163009,D7H91_05605,NAD-dependent epimerase/dehydratase family protein,A0A7M3X120_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7M3X120-F1-model_v6.cif
A0A7M3X1A0,AF-A0A7M3X1A0-F1,6,97.31,Candidatus Poseidoniales archaeon,2163009,D7H91_04895,6-carboxytetrahydropterin synthase QueD,A0A7M3X1A0_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7M3X1A0-F1-model_v6.cif
A0A7M3X379,AF-A0A7M3X379-F1,6,95.44,Candidatus Poseidoniales archaeon,2163009,D7H91_03835,peptidyl-tRNA hydrolase,A0A7M3X379_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7M3X379-F1-model_v6.cif
A0A7M3X6H7,AF-A0A7M3X6H7-F1,6,96.88,Candidatus Poseidoniales archaeon,2163009,D7H89_01630,nucleoside-diphosphate kinase,A0A7M3X6H7_9ARCH,37,https://alphafold.ebi.ac.uk/files/AF-A0A7M3X6H7-F1-model_v6.cif
A0A7M3XQK6,AF-A0A7M3XQK6-F1,6,97.44,Candidatus Poseidoniales archaeon,2163009,D7H81_02285,NAD-dependent epimerase/dehydratase family protein,A0A7M3XQK6_9ARCH,29,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XQK6-F1-model_v6.cif
A0A7M3XRS6,AF-A0A7M3XRS6-F1,6,97.0,Candidatus Poseidoniales archaeon,2163009,D7H74_01585,Fructose-bisphosphatase class II,A0A7M3XRS6_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XRS6-F1-model_v6.cif
A0A7M3XTS2,AF-A0A7M3XTS2-F1,6,95.19,Candidatus Poseidoniales archaeon,2163009,D7H74_00675,CoA carboxyltransferase N-terminal domain-containing protein,A0A7M3XTS2_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XTS2-F1-model_v6.cif
A0A7M3XVG2,AF-A0A7M3XVG2-F1,6,96.5,Candidatus Poseidoniales archaeon,2163009,D7I05_08015,Cystathionine gamma-synthase,A0A7M3XVG2_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XVG2-F1-model_v6.cif
A0A7M3XVL2,AF-A0A7M3XVL2-F1,6,96.0,Candidatus Poseidoniales archaeon,2163009,D7H79_06120,ATP-binding cassette domain-containing protein,A0A7M3XVL2_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XVL2-F1-model_v6.cif
A0A7M3XYR1,AF-A0A7M3XYR1-F1,6,96.0,Candidatus Poseidoniales archaeon,2163009,D7I05_05330,tRNA synthetases class I catalytic domain-containing protein,A0A7M3XYR1_9ARCH,42,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XYR1-F1-model_v6.cif
A0A7M3XZU0,AF-A0A7M3XZU0-F1,6,97.69,Candidatus Poseidoniales archaeon,2163009,D7H79_04240,FAD synthase,A0A7M3XZU0_9ARCH,36,https://alphafold.ebi.ac.uk/files/AF-A0A7M3XZU0-F1-model_v6.cif
A0A7M3YDZ0,AF-A0A7M3YDZ0-F1,6,95.81,Candidatus Poseidoniales archaeon,2163009,D7I00_06815,Ribose 5-phosphate isomerase A,A0A7M3YDZ0_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7M3YDZ0-F1-model_v6.cif
A0A7M3YIS4,AF-A0A7M3YIS4-F1,6,95.81,Candidatus Poseidoniales archaeon,2163009,D7H83_01790,DUF2237 family protein,A0A7M3YIS4_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7M3YIS4-F1-model_v6.cif
A0A7M3YK94,AF-A0A7M3YK94-F1,6,96.81,Candidatus Poseidoniales archaeon,2163009,D7I00_02990,Glycerol-3-phosphate dehydrogenase,A0A7M3YK94_9ARCH,47,https://alphafold.ebi.ac.uk/files/AF-A0A7M3YK94-F1-model_v6.cif
A0A7M3YPB3,AF-A0A7M3YPB3-F1,6,95.25,Candidatus Poseidoniales archaeon,2163009,D7I00_01155,3-oxoacyl-ACP reductase,A0A7M3YPB3_9ARCH,25,https://alphafold.ebi.ac.uk/files/AF-A0A7M3YPB3-F1-model_v6.cif
A0A7M3YUC1,AF-A0A7M3YUC1-F1,6,96.56,Candidatus Poseidoniales archaeon,2163009,D7H92_07260,Glyceraldehyde-3-phosphate dehydrogenase,A0A7M3YUC1_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7M3YUC1-F1-model_v6.cif
A0A7M3Z7R6,AF-A0A7M3Z7R6-F1,6,97.19,Candidatus Poseidoniales archaeon,2163009,D7H92_00235,SDR family oxidoreductase,A0A7M3Z7R6_9ARCH,49,https://alphafold.ebi.ac.uk/files/AF-A0A7M3Z7R6-F1-model_v6.cif
A0A7M3Z7W4,AF-A0A7M3Z7W4-F1,6,97.0,Candidatus Poseidoniales archaeon,2163009,D7H92_00665,Glutamine-hydrolyzing GMP synthase subunit GuaA,A0A7M3Z7W4_9ARCH,43,https://alphafold.ebi.ac.uk/files/AF-A0A7M3Z7W4-F1-model_v6.cif
A0A7M3ZAB9,AF-A0A7M3ZAB9-F1,6,95.69,Candidatus Poseidoniales archaeon,2163009,D7H97_01770,Aldehyde dehydrogenase family protein,A0A7M3ZAB9_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7M3ZAB9-F1-model_v6.cif
A0A7M3ZI84,AF-A0A7M3ZI84-F1,6,95.5,Candidatus Poseidoniales archaeon,2163009,D7H78_03295,"3,4-dihydroxy-2-butanone-4-phosphate synthase",A0A7M3ZI84_9ARCH,40,https://alphafold.ebi.ac.uk/files/AF-A0A7M3ZI84-F1-model_v6.cif
A0A7M3ZII4,AF-A0A7M3ZII4-F1,6,96.81,Candidatus Poseidoniales archaeon,2163009,D7H78_03080,peptide-methionine (R)-S-oxide reductase,A0A7M3ZII4_9ARCH,38,https://alphafold.ebi.ac.uk/files/AF-A0A7M3ZII4-F1-model_v6.cif
A0A7M3ZZV4,AF-A0A7M3ZZV4-F1,6,97.31,Candidatus Poseidoniales archaeon,2163009,D7I08_01730,NAD(P)(+) transhydrogenase (Re/Si-specific) subunit alpha,A0A7M3ZZV4_9ARCH,50,https://alphafold.ebi.ac.uk/files/AF-A0A7M3ZZV4-F1-model_v6.cif
A0A7M4A1E0,AF-A0A7M4A1E0-F1,6,95.75,Candidatus Poseidoniales archaeon,2163009,rpsH,30S ribosomal protein S8,A0A7M4A1E0_9ARCH,32,https://alphafold.ebi.ac.uk/files/AF-A0A7M4A1E0-F1-model_v6.cif
A0A7M4A5Q8,AF-A0A7M4A5Q8-F1,6,95.12,Candidatus Poseidoniales archaeon,2163009,D7I02_04590,Ferredoxin,A0A7M4A5Q8_9ARCH,43,https://alphafold.ebi.ac.uk/files/AF-A0A7M4A5Q8-F1-model_v6.cif
A0A7M4AAC8,AF-A0A7M4AAC8-F1,6,95.56,Candidatus Poseidoniales archaeon,2163009,D7I02_02260,Nicotinate dehydrogenase medium molybdopterin subunit,A0A7M4AAC8_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A7M4AAC8-F1-model_v6.cif
A0A7M4AP21,AF-A0A7M4AP21-F1,6,95.19,Candidatus Poseidoniales archaeon,2163009,D7I13_03500,4-demethylwyosine synthase TYW1,A0A7M4AP21_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A7M4AP21-F1-model_v6.cif
A0A811T5J5,AF-A0A811T5J5-F1,6,95.75,Candidatus Argoarchaeum ethanivorans,2608793,rub,Rubredoxin,A0A811T5J5_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A811T5J5-F1-model_v6.cif
A0A811TB18,AF-A0A811TB18-F1,6,95.75,Candidatus Argoarchaeum ethanivorans,2608793,rub,Rubredoxin,A0A811TB18_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A811TB18-F1-model_v6.cif
A0A811TBK2,AF-A0A811TBK2-F1,6,95.12,Candidatus Argoarchaeum ethanivorans,2608793,LAKADJCE_00568,Uncharacterized protein,A0A811TBK2_9EURY,38,https://alphafold.ebi.ac.uk/files/AF-A0A811TBK2-F1-model_v6.cif
A0A811TE36,AF-A0A811TE36-F1,6,95.38,Candidatus Argoarchaeum ethanivorans,2608793,rub,Rubredoxin,A0A811TE36_9EURY,45,https://alphafold.ebi.ac.uk/files/AF-A0A811TE36-F1-model_v6.cif
A0A812A2F1,AF-A0A812A2F1-F1,6,95.88,Candidatus Argoarchaeum ethanivorans,2608793,glnBI,Nitrogen fixation nifHD region glnB-like protein1,A0A812A2F1_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A812A2F1-F1-model_v6.cif
A0A822IIB9,AF-A0A822IIB9-F1,6,97.06,Methanosarcinales archaeon,2250255,aroE,Partial Shikimate dehydrogenase (NADP(+)),A0A822IIB9_9EURY,46,https://alphafold.ebi.ac.uk/files/AF-A0A822IIB9-F1-model_v6.cif
A0A822IKI2,AF-A0A822IKI2-F1,6,95.75,Methanosarcinales archaeon,2250255,METP3_00409,Uncharacterized protein,A0A822IKI2_9EURY,33,https://alphafold.ebi.ac.uk/files/AF-A0A822IKI2-F1-model_v6.cif
A0A822ILJ2,AF-A0A822ILJ2-F1,6,95.81,Methanosarcinales archaeon,2250255,carB,Partial Carbamoyl-phosphate synthase large chain,A0A822ILJ2_9EURY,36,https://alphafold.ebi.ac.uk/files/AF-A0A822ILJ2-F1-model_v6.cif
A0A822IN67,AF-A0A822IN67-F1,6,96.5,Methanosarcinales archaeon,2250255,METP2_01544,3-isopropylmalate dehydratase large subunit,A0A822IN67_9EURY,48,https://alphafold.ebi.ac.uk/files/AF-A0A822IN67-F1-model_v6.cif
A0A822IR84,AF-A0A822IR84-F1,6,95.44,Methanosarcinales archaeon,2250255,ydiB,Partial Quinate/shikimate dehydrogenase,A0A822IR84_9EURY,44,https://alphafold.ebi.ac.uk/files/AF-A0A822IR84-F1-model_v6.cif
A0A822IUL2,AF-A0A822IUL2-F1,6,95.25,Methanosarcinales archaeon,2250255,METP2_00491,tRNA-binding domain-containing protein,A0A822IUL2_9EURY,42,https://alphafold.ebi.ac.uk/files/AF-A0A822IUL2-F1-model_v6.cif
A0A831V7D1,AF-A0A831V7D1-F1,6,96.62,Thermoproteus sp,2268139,ENO15_03205,Acetyl-CoA C-acyltransferase,A0A831V7D1_9CREN,48,https://alphafold.ebi.ac.uk/files/AF-A0A831V7D1-F1-model_v6.cif
A0A831VDP7,AF-A0A831VDP7-F1,6,96.12,Thermoproteus sp,2268139,ENO15_05850,GTP-binding protein,A0A831VDP7_9CREN,44,https://alphafold.ebi.ac.uk/files/AF-A0A831VDP7-F1-model_v6.cif
A0A831YJC5,AF-A0A831YJC5-F1,6,95.06,Pyrobaculum sp,2004705,ENO41_10055,CBS domain-containing protein,A0A831YJC5_9CREN,44,https://alphafold.ebi.ac.uk/files/AF-A0A831YJC5-F1-model_v6.cif
A0A832DFU9,AF-A0A832DFU9-F1,6,96.81,Pyrobaculum sp,2004705,ENO41_01680,DUF371 domain-containing protein,A0A832DFU9_9CREN,47,https://alphafold.ebi.ac.uk/files/AF-A0A832DFU9-F1-model_v6.cif
A0A832VUI6,AF-A0A832VUI6-F1,6,96.0,Candidatus Poseidoniales archaeon,2163009,EYJ03_03095,Cold-shock protein,A0A832VUI6_9ARCH,28,https://alphafold.ebi.ac.uk/files/AF-A0A832VUI6-F1-model_v6.cif
A0A832Y0B8,AF-A0A832Y0B8-F1,6,96.88,Candidatus Poseidoniales archaeon,2163009,EYM56_02070,Acetyl-CoA acetyltransferase,A0A832Y0B8_9ARCH,48,https://alphafold.ebi.ac.uk/files/AF-A0A832Y0B8-F1-model_v6.cif
A0A832YEZ8,AF-A0A832YEZ8-F1,6,96.88,Candidatus Poseidoniales archaeon,2163009,EYN30_01330,FAD-dependent oxidoreductase,A0A832YEZ8_9ARCH,46,https://alphafold.ebi.ac.uk/files/AF-A0A832YEZ8-F1-model_v6.cif
A0A842Q616,AF-A0A842Q616-F1,6,96.12,Nitrososphaeraceae archaeon,2169593,ICV56_05970,5-(Carboxyamino)imidazole ribonucleotide mutase,A0A842Q616_9ARCH,30,https://alphafold.ebi.ac.uk/files/AF-A0A842Q616-F1-model_v6.cif
A0A842Y7E2,AF-A0A842Y7E2-F1,6,96.0,Methanosarcinales archaeon,2250255,IBX40_07895,Desulfoferrodoxin FeS4 iron-binding domain-containing protein,A0A842Y7E2_9EURY,40,https://alphafold.ebi.ac.uk/files/AF-A0A842Y7E2-F1-model_v6.cif
A0A843BFT9,AF-A0A843BFT9-F1,6,95.88,Nitrososphaerota archaeon,2026795,IS632_08390,Nucleotide exchange factor GrpE,A0A843BFT9_UNCNO,50,https://alphafold.ebi.ac.uk/files/AF-A0A843BFT9-F1-model_v6.cif
