BMRB_ID	PDB_ID	RESOLUTION	SEQ_IDENTITY	SEQ_LENGTH	SEQ_OFFSET	HA	CA	CB	CO	N	HN	AVG_CORR	HA_CORR	CA_CORR	CB_CORR	CO_CORR	N_CORR	HN_CORR	HA_RMSD	CA_RMSD	CB_RMSD	CO_RMSD	N_RMSD	HN_RMSD	HA_CSDIFF	CA_CSDIFF	CB_CSDIFF	CO_CSDIFF	N_CSDIFF	HN_CSDIFF
bmr4752	1J9IA	NMR	100.0	68	0	1	1	1	1	1	1	0.758	0.584	0.958	0.991	0.707	0.741	0.568	0.153	0.868	0.893	0.839	2.370	0.372	0.02	-0.09	-0.09	0.03	-1.43	-0.05
bmr4755	1EMXA	NMR	100.0	30	0						1	0.319	0.475	N/A	N/A	N/A	N/A	0.162	0.171	N/A	N/A	N/A	N/A	0.512	-0.04	N/A	N/A	N/A	N/A	-0.26
bmr4757	1DV0A	NMR	100.0	45	2		1	1		1	1	0.753	0.691	0.920	0.983	N/A	0.703	0.467	0.196	0.878	0.843	N/A	1.582	0.314	0.12	-0.59	0.37	N/A	-0.72	-0.17
bmr4758	1F53A	NMR	100.0	84	0		1	1	1	1		0.768	0.702	0.932	0.981	0.503	0.721	N/A	0.198	1.263	1.208	1.152	2.251	N/A	-0.09	1.78	1.31	1.88	-0.47	N/A
bmr4760	1C49A	NMR	100.0	35	0						1	0.616	0.739	N/A	N/A	N/A	N/A	0.493	0.182	N/A	N/A	N/A	N/A	0.406	0.01	N/A	N/A	N/A	N/A	-0.09
bmr4769	1ZGUB	NMR	98.7	76	0		1	1		1	1	0.847	0.816	0.965	0.995	N/A	0.839	0.620	0.179	0.723	0.758	N/A	1.912	0.331	-0.04	0.07	-0.12	N/A	0.52	0.00
bmr4771	1S62A	NMR	100.0	102	0	1	1	1	1	1	1	0.774	0.651	0.968	0.992	0.733	0.780	0.519	0.195	0.819	0.786	0.915	1.914	0.320	0.09	0.05	0.16	0.09	-0.43	0.07
bmr4773	1OSPO	1.95	99.3	137	0		1	1	1	1	1	0.848	N/A	0.978	0.996	0.737	0.902	0.629	N/A	0.629	0.847	0.685	1.944	0.283	N/A	-0.16	-0.09	-0.02	-1.31	0.03
bmr4774	1FU0A	1.90	98.9	87	0						1	0.793	0.887	N/A	N/A	N/A	N/A	0.699	0.142	N/A	N/A	N/A	N/A	0.310	0.01	N/A	N/A	N/A	N/A	-0.02
bmr4775	1GO4B	2.05	99.5	185	1	1	1	1	1	1	1	0.780	0.748	0.943	0.988	-0.762	0.739	0.484	0.172	0.884	0.962	1.402	2.215	0.343	-0.01	0.25	0.66	0.07	-0.11	-0.01
bmr4776	1QXNB	NMR	100.0	131	0		1	1	1	1	1	0.767	0.750	0.960	0.991	0.782	0.758	0.360	0.174	0.890	1.006	0.846	1.980	0.374	0.04	-0.21	0.48	-0.13	-0.21	-0.08
bmr4779	1KTZB	2.15	100.0	106	10	1	1	1	1	1	1	0.806	0.826	0.926	0.991	0.677	0.798	0.617	0.147	0.769	0.796	0.852	2.048	0.372	-0.04	0.09	0.07	-0.24	0.00	-0.01
bmr4782	1BYFA	2.00	100.0	123	1	1	1	1	1	1	1	0.837	0.841	0.945	0.987	0.698	0.822	0.729	0.172	1.037	1.094	1.128	2.149	0.358	-0.07	1.32	1.52	1.77	0.30	0.12
bmr4784	1G2HA	NMR	100.0	61	0	1				1	1	0.303	0.396	N/A	N/A	N/A	0.377	0.136	0.164	N/A	N/A	N/A	2.069	0.472	0.01	N/A	N/A	N/A	-0.11	-0.20
bmr4785	1XRKB	1.50	100.0	121	-1	1	1		1	1	1	0.821	N/A	0.969	N/A	0.807	0.874	0.635	N/A	0.712	N/A	0.735	1.687	0.336	N/A	0.47	N/A	-0.07	0.36	0.07
bmr4786	1XRKB	1.50	100.0	121	-1	1	1	1	1	1	1	0.852	0.829	0.967	0.993	0.783	0.878	0.661	0.167	0.761	0.944	0.771	1.619	0.344	-0.04	0.55	0.76	0.06	0.32	0.08
bmr4789	1F81A	NMR	100.0	87	0	1	1	1	1	1	1	0.713	0.635	0.953	0.992	0.696	0.813	0.188	0.138	0.925	0.864	0.875	1.985	0.329	-0.18	0.22	0.06	-0.20	-0.93	0.05
bmr4791	1JR6A	NMR	100.0	138	4	1	1	1	1	1	1	0.788	0.753	0.966	0.992	0.743	0.809	0.465	0.167	0.900	0.989	0.993	2.038	0.408	0.04	0.49	0.40	-0.04	-0.36	0.04
bmr4792	2AN7A	NMR	100.0	83	0	1	1	1	1	1	1	0.681	0.473	0.957	0.996	-0.757	0.674	0.306	0.139	0.874	0.813	1.342	2.117	0.274	-0.00	-0.76	-0.37	0.45	0.17	-0.08
bmr4797	1IAZA	1.90	99.4	175	4	1	1	1	1	1	1	0.845	0.875	0.956	0.994	0.653	0.871	0.722	0.153	0.859	0.991	1.060	1.907	0.303	-0.06	0.72	0.63	0.85	0.64	0.01
bmr4798	1FPWA	NMR	100.0	189	0		1	1	1	1	1	0.764	0.764	0.965	0.992	0.754	0.623	0.489	0.175	0.789	0.859	0.851	1.959	0.363	-0.03	-0.13	-0.13	-0.14	0.12	-0.09
bmr4811	1HFZC	2.30	96.7	122	0	1				1	1	0.716	0.847	N/A	N/A	N/A	0.760	0.541	0.158	N/A	N/A	N/A	1.938	0.357	0.04	N/A	N/A	N/A	-0.23	-0.14
bmr4814	1AEP_	2.70	100.0	153	8	1	1	1		1	1	0.775	0.555	0.967	0.998	N/A	0.826	0.530	0.153	0.730	0.589	N/A	1.551	0.243	-0.08	-0.02	0.11	N/A	-0.86	-0.08
bmr4815	1FFJA	NMR	100.0	60	0	1					1	0.691	0.733	N/A	N/A	N/A	N/A	0.649	0.177	N/A	N/A	N/A	N/A	0.434	-0.05	N/A	N/A	N/A	N/A	-0.17
bmr4819	1DCJA	NMR	100.0	81	0	1	1	1	1	1	1	0.726	0.724	0.979	0.994	0.681	0.392	0.588	0.179	0.717	1.017	0.800	1.845	0.369	-0.03	-0.14	-0.04	-0.17	-0.07	-0.15
bmr4820	1HD6A	NMR	100.0	37	0	1	1				1	0.671	0.822	0.964	N/A	N/A	N/A	0.226	0.156	0.730	N/A	N/A	N/A	0.310	-0.08	0.49	N/A	N/A	N/A	0.12
bmr4825	1M58A	NMR	100.0	106	0	1	1	1	1	1	1	0.809	0.701	0.927	0.984	0.795	0.797	0.652	0.170	0.934	1.036	0.690	2.220	0.312	-0.01	0.20	0.22	-0.02	0.15	-0.07
bmr4827	1N9JA	NMR	99.0	97	-1	1	1	1	1	1	1	0.810	0.721	0.963	0.991	0.767	0.832	0.587	0.174	1.037	1.029	1.047	2.194	0.343	-0.04	1.48	1.38	1.52	-1.47	-0.08
bmr4828	1N9JA	NMR	97.9	97	-1		1	1	1	1	1	0.811	0.721	0.963	0.991	0.782	0.827	0.585	0.178	1.042	1.035	1.005	2.211	0.342	-0.03	1.48	1.31	1.52	-1.56	-0.10
bmr4829	2C6YA	2.40	100.0	98	0	1	1	1		1	1	0.864	0.856	0.967	0.996	N/A	0.823	0.679	0.144	1.045	1.031	N/A	1.561	0.269	-0.08	2.03	2.30	N/A	0.85	-0.05
bmr4830	1E8BA	NMR	100.0	160	0	1				1	1	0.648	0.668	N/A	N/A	N/A	0.737	0.539	0.170	N/A	N/A	N/A	2.313	0.441	-0.05	N/A	N/A	N/A	0.12	-0.15
bmr4831	1YKYX	1.90	99.2	129	0	1	1	1	1	1		0.904	N/A	0.963	0.991	0.769	0.892	N/A	N/A	0.866	0.838	0.790	1.439	N/A	N/A	-0.31	-0.10	-0.19	-0.19	N/A
bmr4834	1LM4B	1.45	98.9	183	-1	1	1	1	1	1	1	0.851	0.839	0.974	0.991	0.811	0.822	0.672	0.159	0.788	0.829	0.701	1.823	0.306	-0.04	-0.23	-0.19	0.04	0.21	0.07
bmr4836	2H9HA	1.39	99.5	214	0	1	1	1	1	1	1	0.837	0.774	0.973	0.993	0.751	0.858	0.671	0.167	0.761	0.870	0.865	1.937	0.337	-0.07	0.41	0.67	-0.09	0.71	0.06
bmr4839	1MVPB	2.20	88.4	121	-3	1	1	1	1	1	1	0.822	0.726	0.923	0.996	-0.743	0.851	0.615	0.153	0.811	0.808	1.266	1.858	0.306	0.06	-0.32	-0.12	-0.30	0.19	-0.06
bmr4840	2CDNA	1.90	100.0	181	0	1	1	1		1	1	0.878	0.866	0.976	0.997	N/A	0.895	0.657	0.131	0.877	0.839	N/A	1.464	0.266	-0.11	2.08	2.19	N/A	-1.19	-0.04
bmr4843	1IJZA	NMR	100.0	112	0		1	1	1	1	1	0.781	0.751	0.976	0.995	0.849	0.825	0.293	0.148	0.659	0.864	0.659	1.757	0.388	-0.05	-0.23	-0.28	0.22	0.28	-0.14
bmr4848	1X8RA	1.50	99.6	240	0		1	1	1	1	1	0.834	0.689	0.966	0.994	0.781	0.845	0.726	0.155	0.786	0.937	0.924	1.922	0.306	0.03	0.11	0.65	0.10	0.21	0.13
bmr4849	2FJYA	2.30	100.0	137	0	1	1	1	1	1	1	0.757	0.801	0.977	0.992	0.276	0.821	0.678	0.137	0.694	0.834	1.234	1.789	0.287	0.13	0.36	0.43	0.28	0.02	0.09
bmr4850	1FOVA	NMR	100.0	82	0	1				1	1	0.771	0.838	N/A	N/A	N/A	0.863	0.611	0.160	N/A	N/A	N/A	1.806	0.380	-0.09	N/A	N/A	N/A	-0.01	-0.13
bmr4851	1GGWA	NMR	100.0	140	1	1	1	1		1	1	0.732	0.722	0.968	0.992	N/A	0.621	0.357	0.170	0.788	0.920	N/A	2.205	0.387	-0.05	0.14	-0.04	N/A	-0.56	-0.14
bmr4852	1CM9B	2.10	98.5	67	7					1	1	0.856	0.922	N/A	N/A	N/A	0.849	0.798	0.139	N/A	N/A	N/A	2.084	0.233	-0.00	N/A	N/A	N/A	-3.38	0.12
bmr4854	1MI4A	1.70	99.6	240	0		1	1	1	1	1	0.765	0.600	0.966	0.994	0.747	0.835	0.449	0.154	0.918	0.912	1.009	2.173	0.304	0.01	-0.20	0.16	-0.02	-0.14	0.11
bmr4857	2A0B_	1.57	100.0	118	5	1	1	1	1	1	1	0.870	0.853	0.981	0.996	0.816	0.912	0.660	0.118	0.711	0.824	0.842	1.271	0.210	-0.09	0.43	0.77	0.82	-0.48	-0.08
bmr4858	1FJ7A	NMR	100.0	101	0		1	1		1	1	0.751	0.657	0.947	0.989	N/A	0.683	0.480	0.194	1.238	1.185	N/A	2.042	0.382	0.02	2.42	2.63	N/A	-0.14	-0.11
bmr4859	1AOO_	NMR	100.0	40	0						1	0.501	0.622	N/A	N/A	N/A	N/A	0.380	0.178	N/A	N/A	N/A	N/A	0.377	0.03	N/A	N/A	N/A	N/A	-0.24
bmr4863	1FJCA	NMR	100.0	96	0	1	1	1		1	1	0.794	0.688	0.966	0.994	N/A	0.782	0.540	0.174	0.964	1.239	N/A	2.228	0.373	0.00	2.91	2.65	N/A	-0.38	-0.05
bmr4864	1PPFI	1.80	100.0	56	0		1		1	1	1	0.830	N/A	0.965	N/A	0.724	0.839	0.792	N/A	0.819	N/A	0.671	2.135	0.268	N/A	-0.32	N/A	-0.33	-1.97	-0.14
bmr4865	1PPFI	1.80	100.0	56	0		1		1	1	1	0.826	N/A	0.968	N/A	0.780	0.772	0.784	N/A	0.983	N/A	0.794	1.859	0.275	N/A	-0.05	N/A	-0.30	-1.69	-0.10
bmr4866	2ESPA	1.52	100.0	147	0		1	1		1	1	0.860	N/A	0.966	0.995	N/A	0.801	0.677	N/A	0.794	0.612	N/A	2.026	0.329	N/A	-0.16	-0.02	N/A	-0.19	0.06
bmr4868	9PTI_	1.22	98.3	58	0						1	0.889	0.935	N/A	N/A	N/A	N/A	0.844	0.142	N/A	N/A	N/A	N/A	0.287	-0.01	N/A	N/A	N/A	N/A	-0.16
bmr4869	1LWMA	NMR	100.0	93	0		1	1		1	1	0.769	0.662	0.956	0.994	N/A	0.756	0.478	0.166	0.903	1.022	N/A	1.811	0.329	-0.01	2.65	2.79	N/A	-0.58	-0.09
bmr4874	2F05A	NMR	100.0	85	0		1	1	1	1	1	0.760	N/A	0.957	0.989	0.766	0.774	0.312	N/A	0.865	0.889	0.729	1.567	0.319	N/A	-0.04	-0.27	0.02	0.16	-0.09
bmr4875	2FI5I	1.58	96.6	58	0						1	0.791	0.862	N/A	N/A	N/A	N/A	0.720	0.179	N/A	N/A	N/A	N/A	0.412	-0.04	N/A	N/A	N/A	N/A	-0.25
bmr4876	1QQYA	1.85	100.0	129	0	1	1	1		1	1	0.796	0.743	0.925	0.990	N/A	0.795	0.527	0.144	1.017	0.809	N/A	1.838	0.341	-0.01	0.09	0.25	N/A	-0.16	-0.04
bmr4877	2FI4I	1.58	96.6	58	0						1	0.809	0.896	N/A	N/A	N/A	N/A	0.723	0.157	N/A	N/A	N/A	N/A	0.422	-0.02	N/A	N/A	N/A	N/A	-0.24
bmr4878	1HHNA	NMR	100.0	100	-1		1	1		1	1	0.669	0.541	0.940	0.984	N/A	0.538	0.344	0.167	0.917	1.047	N/A	2.479	0.331	-0.01	0.33	-0.20	N/A	-0.58	-0.05
bmr4879	1T2WB	1.80	92.3	142	6	1	1	1	1	1	1	0.832	0.829	0.951	0.994	0.752	0.852	0.613	0.172	0.893	0.878	0.760	1.506	0.421	-0.02	-0.33	0.03	-0.19	-0.29	-0.02
bmr4880	1H67A	NMR	100.0	108	0	1	1	1	1	1	1	0.702	0.585	0.953	0.986	0.678	0.728	0.281	0.159	1.097	1.000	1.028	2.166	0.383	-0.04	-0.06	-0.14	-0.14	-0.13	-0.25
bmr4881	1YOBA	2.25	100.0	179	0		1	1	1	1	1	0.856	0.890	0.982	0.995	0.794	0.874	0.602	0.138	0.663	0.899	0.804	1.605	0.341	-0.07	-0.49	-0.39	-0.00	-0.12	0.06
bmr4882	1I8HB	NMR	100.0	39	0						1	0.687	0.768	N/A	N/A	N/A	N/A	0.606	0.193	N/A	N/A	N/A	N/A	0.340	-0.08	N/A	N/A	N/A	N/A	-0.25
bmr4883	2CWIB	1.94	100.0	129	0					1	1	0.660	N/A	N/A	N/A	N/A	0.779	0.541	N/A	N/A	N/A	N/A	1.811	0.338	N/A	N/A	N/A	N/A	0.02	0.04
bmr4884	1G47A	NMR	100.0	70	4		1	1		1	1	0.650	0.411	0.924	0.985	N/A	0.617	0.315	0.168	0.934	1.065	N/A	2.781	0.479	-0.01	0.11	0.30	N/A	-2.89	-0.23
bmr4886	1YOBA	2.25	100.0	179	0	1				1	1	0.850	0.914	N/A	N/A	N/A	0.907	0.729	0.137	N/A	N/A	N/A	1.389	0.286	-0.06	N/A	N/A	N/A	-0.07	0.10
bmr4887	2CWIB	1.94	100.0	129	0					1	1	0.655	N/A	N/A	N/A	N/A	0.773	0.538	N/A	N/A	N/A	N/A	1.841	0.347	N/A	N/A	N/A	N/A	-0.09	0.04
bmr4891	1G6MA	NMR	100.0	62	0	1					1	0.743	0.846	N/A	N/A	N/A	N/A	0.640	0.157	N/A	N/A	N/A	N/A	0.407	-0.02	N/A	N/A	N/A	N/A	-0.23
bmr4892	1M31A	NMR	100.0	101	0		1	1		1	1	0.841	0.726	0.956	0.990	N/A	0.691	N/A	0.173	0.838	0.908	N/A	1.654	N/A	-0.04	-0.18	-0.12	N/A	-0.94	N/A
bmr4893	1KVZA	NMR	100.0	107	0	1	1	1	1	1	1	0.803	0.718	0.938	0.988	0.676	0.805	0.693	0.173	0.979	1.128	0.771	2.088	0.347	0.01	0.81	0.94	-0.08	-0.08	-0.12
bmr4895	1G6PA	NMR	100.0	66	0		1	1	1	1	1	0.643	0.483	0.944	0.978	0.549	0.533	0.369	0.190	1.092	1.120	1.162	2.543	0.454	0.13	-0.30	0.71	-0.01	0.17	0.06
bmr4896	1P6QA	NMR	100.0	129	0		1	1	1	1	1	0.760	0.708	0.954	0.988	0.808	0.785	0.314	0.169	0.943	1.270	0.877	2.152	0.404	-0.06	0.11	-0.24	0.08	-0.24	-0.04
bmr4897	1J8RA	1.80	96.4	196	0	1	1	1	1	1	1	0.834	N/A	0.962	0.974	0.685	0.860	0.690	N/A	0.731	0.896	0.849	1.751	0.359	N/A	0.25	0.99	-0.04	0.88	-0.01
bmr4899	1G5VA	NMR	100.0	56	11	1	1	1		1	1	0.849	0.781	0.965	0.993	N/A	0.890	0.616	0.163	0.776	1.053	N/A	2.180	0.303	-0.03	0.07	0.72	N/A	2.99	-0.18
bmr4900	1HEJC	NMR	100.0	88	0	1				1	1	0.570	0.691	N/A	N/A	N/A	0.711	0.308	0.159	N/A	N/A	N/A	2.433	0.462	0.03	N/A	N/A	N/A	-0.34	-0.41
bmr4901	1PFJA	NMR	100.0	107	2		1	1		1	1	0.671	0.654	0.899	0.979	N/A	0.478	0.346	0.156	0.968	1.259	N/A	2.643	0.427	-0.00	-0.30	0.66	N/A	-0.59	-0.15
bmr4908	2DMMA	NMR	100.0	113	-23	1	1	1	1	1	1	0.771	0.803	0.961	0.990	0.497	0.752	0.625	0.166	0.908	0.885	1.256	2.026	0.406	-0.09	0.23	0.05	1.33	-0.87	-0.16
bmr4909	2NMOA	1.35	100.0	138	5	1	1	1		1	1	0.864	0.795	0.900	0.988	N/A	0.902	0.737	0.139	0.645	0.774	N/A	1.628	0.344	-0.05	-0.04	0.25	N/A	-0.07	0.01
bmr4911	1F95B	NMR	100.0	89	0	1	1	1		1	1	0.772	0.818	0.942	0.988	N/A	0.644	0.466	0.175	1.041	1.192	N/A	2.268	0.392	0.02	-0.82	-0.44	N/A	-0.86	-0.10
bmr4912	1F95B	NMR	100.0	89	0	1	1	1		1	1	0.753	0.793	0.919	0.982	N/A	0.606	0.466	0.194	1.031	1.101	N/A	2.190	0.385	-0.01	-0.75	-0.40	N/A	-1.04	-0.10
bmr4914	1CM9B	2.10	98.5	67	4	1					1	0.850	0.899	N/A	N/A	N/A	N/A	0.801	0.125	N/A	N/A	N/A	N/A	0.221	-0.01	N/A	N/A	N/A	N/A	0.06
bmr4918	1QVEA	1.54	100.0	120	3					1	1	0.796	0.868	N/A	N/A	N/A	0.872	0.648	0.154	N/A	N/A	N/A	1.853	0.384	0.01	N/A	N/A	N/A	-0.23	0.01
bmr4923	1G9PA	NMR	100.0	45	0	1					1	0.617	0.801	N/A	N/A	N/A	N/A	0.432	0.168	N/A	N/A	N/A	N/A	0.431	0.01	N/A	N/A	N/A	N/A	-0.24
bmr4924	1HP2A	NMR	100.0	37	0	1					1	0.692	0.642	N/A	N/A	N/A	N/A	0.741	0.178	N/A	N/A	N/A	N/A	0.329	-0.05	N/A	N/A	N/A	N/A	0.17
bmr4925	1EYFA	NMR	100.0	89	0	1	1			1	1	0.763	0.732	0.932	N/A	N/A	0.783	0.605	0.198	0.811	N/A	N/A	1.942	0.376	-0.09	0.08	N/A	N/A	-0.97	-0.27
bmr4928	1F62A	NMR	100.0	51	0		1	1	1	1	1	0.584	0.566	0.907	0.921	0.530	0.295	0.286	0.155	0.968	0.827	1.048	2.796	0.449	-0.06	-0.43	-0.48	-0.89	-0.83	-0.29
bmr4929	1XDXB	NMR	100.0	114	0	1	1	1	1	1	1	0.738	0.560	0.947	0.990	0.764	0.632	0.532	0.176	0.906	1.127	0.833	2.255	0.393	-0.02	-0.37	-0.24	-0.21	-0.17	-0.09
bmr4930	1PS2_	NMR	98.3	60	0					1	1	0.719	0.794	N/A	N/A	N/A	0.798	0.566	0.174	N/A	N/A	N/A	2.356	0.348	-0.04	N/A	N/A	N/A	-1.00	-0.09
bmr4931	1F95B	NMR	100.0	89	0		1	1		1	1	0.752	0.771	0.942	0.988	N/A	0.628	0.429	0.201	1.041	1.192	N/A	2.263	0.394	0.01	-0.82	-0.44	N/A	-1.32	-0.14
bmr4932	1BWOB	2.10	100.0	90	0	1					1	0.734	0.789	N/A	N/A	N/A	N/A	0.678	0.159	N/A	N/A	N/A	N/A	0.291	-0.12	N/A	N/A	N/A	N/A	-0.09
bmr4933	1PS2_	NMR	100.0	60	0					1	1	0.709	0.788	N/A	N/A	N/A	0.769	0.569	0.175	N/A	N/A	N/A	2.360	0.348	-0.04	N/A	N/A	N/A	-0.96	-0.08
bmr4934	1HS5B	NMR	100.0	33	0	1	1	1		1	1	0.713	0.498	0.983	0.991	N/A	0.812	0.283	0.147	0.583	0.980	N/A	1.861	0.466	-0.05	0.28	0.63	N/A	-2.23	-0.26
bmr4935	1KVNA	NMR	100.0	104	0	1	1	1	1	1	1	0.756	0.745	0.945	0.992	0.737	0.735	0.382	0.158	0.884	0.902	0.859	1.905	0.400	0.00	-0.23	0.11	-0.23	-0.85	-0.03
bmr4936	1QJ8A	1.90	98.6	148	0	1	1	1	1	1	1	0.788	N/A	0.978	0.996	0.606	0.859	0.501	N/A	0.680	1.041	0.746	1.713	0.331	N/A	0.46	1.03	0.17	0.06	0.15
bmr4937	1HVWA	NMR	100.0	25	0						1	0.710	0.690	N/A	N/A	N/A	N/A	0.730	0.185	N/A	N/A	N/A	N/A	0.363	0.05	N/A	N/A	N/A	N/A	-0.07
bmr4939	1FU9A	NMR	100.0	36	0					1	1	0.636	0.712	N/A	N/A	N/A	0.590	0.606	0.141	N/A	N/A	N/A	2.096	0.324	-0.06	N/A	N/A	N/A	1.47	-0.25
bmr4940	1R5RA		100.0	117	2	1	1	1	1	1	1	0.772	0.700	0.950	0.992	0.720	0.753	0.520	0.139	0.804	0.979	0.706	1.617	0.362	-0.04	-0.05	0.23	0.01	0.36	-0.13
bmr4944	1LJUA	1.40	98.5	130	1	1	1	1	1	1	1	0.825	0.819	0.949	0.979	0.792	0.829	0.583	0.168	0.930	0.969	0.928	1.951	0.382	-0.03	0.83	1.07	0.39	-1.15	0.05
bmr4946	1HZKA	NMR	100.0	110	0	1					1	0.610	0.749	N/A	N/A	N/A	N/A	0.471	0.179	N/A	N/A	N/A	N/A	0.404	-0.05	N/A	N/A	N/A	N/A	-0.27
bmr4947	1HZKA	NMR	100.0	110	0						1	0.590	0.729	N/A	N/A	N/A	N/A	0.451	0.177	N/A	N/A	N/A	N/A	0.398	-0.03	N/A	N/A	N/A	N/A	-0.26
bmr4957	1BJAB	2.19	100.0	95	1	1	1	1	1	1	1	0.810	0.799	0.979	0.998	0.712	0.805	0.566	0.129	0.828	0.550	0.812	2.049	0.262	-0.00	-0.40	-0.34	0.14	-1.63	0.01
bmr4959	1H0AA	1.70	100.0	144	4		1	1	1	1	1	0.808	0.804	0.942	0.997	0.700	0.802	0.604	0.145	1.102	0.794	1.138	1.843	0.240	-0.06	2.12	1.93	2.64	-1.76	-0.00
bmr4961	1K46A	2.20	100.0	124	1	1	1	1	1	1	1	0.822	0.783	0.971	0.997	0.781	0.790	0.608	0.127	0.774	0.778	0.951	1.852	0.321	-0.06	-0.03	0.11	0.52	-1.20	-0.12
bmr4964	1BRIB	1.90	100.0	108	2	1	1	1	1	1	1	0.892	0.931	0.972	0.996	0.784	0.865	0.803	0.142	0.778	0.800	0.834	2.448	0.295	-0.07	0.46	0.87	0.46	-4.11	-0.18
bmr4965	2NXNB	2.40	100.0	139	0	1	1	1	1	1	1	0.788	0.765	0.933	0.992	0.786	0.773	0.481	0.164	1.084	0.875	0.857	2.150	0.363	0.00	-0.37	0.06	-0.42	-0.14	-0.11
bmr4966	1H0JB	1.90	100.0	60	0	1	1				1	0.851	0.890	0.939	N/A	N/A	N/A	0.725	0.162	0.927	N/A	N/A	N/A	0.364	-0.05	2.23	N/A	N/A	N/A	-0.05
bmr4967	1NSOA	NMR	99.1	107	0	1	1	1		1	1	0.756	N/A	0.939	0.989	N/A	0.663	0.432	N/A	0.961	1.224	N/A	2.525	0.373	N/A	-0.27	-0.04	N/A	0.55	-0.19
bmr4968	9PTI_	1.22	100.0	58	0	1	1	1		1	1	0.916	0.931	0.978	N/A	N/A	0.912	0.843	0.154	0.796	N/A	N/A	1.400	0.269	-0.17	-0.52	N/A	N/A	0.07	-0.02
bmr4969	1IEHA	NMR	100.0	132	0	1	1	1		1	1	0.773	0.673	0.961	0.990	N/A	0.771	0.470	0.190	1.063	1.388	N/A	2.485	0.368	-0.04	1.54	1.61	N/A	-0.18	-0.11
bmr4971	1I8XA	NMR	100.0	28	-2	1	1	1			1	0.888	0.789	0.966	0.994	N/A	N/A	0.803	0.157	0.951	0.994	N/A	N/A	0.297	0.02	0.78	0.57	N/A	N/A	-0.31
bmr4972	1MO1A	1.80	97.7	87	0	1	1	1	1	1	1	0.761	0.831	0.917	0.990	0.470	0.770	0.588	0.157	0.915	0.820	0.981	2.128	0.388	0.04	0.31	0.44	0.32	-0.38	0.07
bmr4974	1LW6I	1.50	96.9	64	-1	1	1	1	1	1	1	0.823	0.901	0.973	0.995	0.667	0.741	0.662	0.149	0.834	0.677	0.711	2.060	0.252	-0.06	-0.20	0.11	0.13	-1.30	-0.06
bmr4976	1I2VA	NMR	100.0	44	0	1					1	0.655	0.710	N/A	N/A	N/A	N/A	0.601	0.187	N/A	N/A	N/A	N/A	0.419	-0.03	N/A	N/A	N/A	N/A	-0.26
bmr4977	1TUKA	1.12	100.0	67	0	1				1	1	0.532	0.553	N/A	N/A	N/A	0.475	0.568	0.119	N/A	N/A	N/A	1.512	0.262	0.00	N/A	N/A	N/A	-0.07	0.05
bmr4978	1Q56A	NMR	100.0	195	0	1	1	1	1	1	1	0.620	0.495	0.933	0.985	0.503	0.563	0.240	0.185	1.030	1.156	1.091	2.436	0.484	0.04	0.52	0.78	0.21	-1.21	-0.24
bmr4979	1HA8A	NMR	100.0	51	0	1	1				1	0.637	0.535	0.912	N/A	N/A	N/A	0.465	0.171	1.210	N/A	N/A	N/A	0.447	-0.04	0.34	N/A	N/A	N/A	-0.08
bmr4980	1N3ZA	1.65	93.5	124	1	1				1	1	0.785	0.885	N/A	N/A	N/A	0.845	0.624	0.142	N/A	N/A	N/A	1.791	0.378	-0.01	N/A	N/A	N/A	-0.14	0.07
bmr4981	1G4FA	NMR	100.0	86	0	1	1	1	1	1	1	0.757	0.713	0.947	0.991	0.738	0.832	0.323	0.186	0.668	1.051	0.814	1.827	0.465	0.09	-0.05	0.08	-0.18	-1.18	-0.07
bmr4984	2CH4W	3.50	100.0	151	0	1	1	1	1	1	1	0.803	0.746	0.953	0.990	-0.291	0.790	0.534	0.183	0.871	0.764	1.340	2.132	0.366	-0.10	-0.14	-0.40	-1.12	-1.79	-0.09
bmr4985	1YKGA	NMR	100.0	146	11	1	1	1	1	1	1	0.812	0.787	0.961	0.992	0.837	0.810	0.483	0.175	0.828	0.916	0.741	1.936	0.387	-0.03	-0.01	0.06	0.08	-0.52	0.06
bmr4986	1ZJLA	2.00	100.0	368	0	1	1	1	1	1	1	0.874	N/A	0.982	0.996	0.867	0.886	0.637	N/A	0.683	0.817	0.711	1.663	0.342	N/A	0.53	0.88	0.17	0.39	0.13
bmr4987	4MBP_	1.70	100.0	368	0	1	1	1	1	1	1	0.831	N/A	0.975	0.995	0.848	0.852	0.486	N/A	0.790	0.905	0.720	1.763	0.394	N/A	0.49	0.89	0.17	0.47	0.12
bmr4988	1I25A	NMR	100.0	37	0	1					1	0.529	0.636	N/A	N/A	N/A	N/A	0.423	0.185	N/A	N/A	N/A	N/A	0.494	-0.04	N/A	N/A	N/A	N/A	-0.41
bmr4989	1F80E	2.30	98.6	74	5	1	1	1		1	1	0.810	0.811	0.965	0.994	N/A	0.756	0.526	0.154	0.781	0.793	N/A	1.636	0.339	-0.03	-0.42	-0.01	N/A	-0.54	-0.05
bmr4990	1IP0A	NMR	100.0	50	0	1					1	0.422	0.566	N/A	N/A	N/A	N/A	0.278	0.173	N/A	N/A	N/A	N/A	0.464	-0.03	N/A	N/A	N/A	N/A	-0.12
